hpo_id,english_term,chinese_term,english_description,chinese_description
HP:0012083,Ubiquitin-positive cerebral inclusion bodies ,泛素阳性的大脑包涵体,Nuclear or cytoplasmic aggregates that show positive staining with antibodies against ubiquitin within cells of the brain. ,校对中... 
HP:0012084,Abnormality of skeletal muscle fiber size ,骨骼肌纤维的大小异常,Any abnormality of the size of the skeletal muscle cell. ,校对中... 
HP:0012086,Abnormal urinary color ,尿液颜色异常,"An abnormal color of the urine, that is, the color of the urine appears different from the usual straw-yellow color. ",校对中... 
HP:0012087,Abnormal mitochondrial shape ,线粒体形状异常,An anomaly in the surface contour of mitochondria. ,校对中... 
HP:0012089,Arteritis ,动脉炎,Arterial inflammation. ,校对中... 
HP:0012090,Abnormal pancreas morphology ,胰腺形态异常, , 
HP:0012092,Abnormality of exocrine pancreas physiology ,胰腺外分泌生理功能异常,A functional anomaly of the acinar gland portion of the pancreas that secretes digestive enzymes. ,校对中... 
HP:0012093,Abnormality of endocrine pancreas physiology ,胰腺内分泌生理功能异常,A function abnormality of the endocrine pancreas. ,校对中... 
HP:0012095,Multiple joint dislocation ,多关节脱位,Dislocation of many joints. ,校对中... 
HP:0012098,Edema of the dorsum of feet ,足背水肿,An abnormal accumulation of fluid beneath the skin on the back of the feet. ,校对中... 
HP:0012101,Decreased serum creatinine ,血清肌酐降低,An abnormally reduced amount of creatinine in the blood. ,校对中... 
HP:0012103,Abnormality of the mitochondrion ,线粒体异常,"An anomaly of the mitochondrion, the membranous cytoplasmic organelle the interior of which is subdivided by cristae. The mitochondrion is a self replicating organelle that is the site of tissue respiration. ",校对中... 
HP:0012104,Parietal cortical atrophy ,顶叶皮质萎缩,Atrophy of the parietal cortex. ,校对中... 
HP:0012105,Occipital cortical atrophy ,枕叶皮质萎缩,Atrophy of the occipital cortex. ,校对中... 
HP:0012106,Rhizomelic leg shortening ,肢根型腿缩短,Disproportionate shortening of the proximal segment of the leg (i.e. the femur). ,校对中... 
HP:0012107,Increased fibular diameter ,腓骨直径增加,Increased width of the cross sectional diameter of the fibula. ,校对中... 
HP:0012108,Open angle glaucoma ,开角型青光眼,"A type of glaucoma defined by an open, normal appearing anterior chamber angle and raised intraocular pressure, ",校对中... 
HP:0012109,Angle closure glaucoma ,闭角型青光眼,A type of glaucomatous optic neuropathy in an eye that has evidence of angle closure (i.e. significant iridotrabecular contact). ,校对中... 
HP:0012110,Hypoplasia of the pons ,脑桥发育不良,Underdevelopment of the pons. ,校对中... 
HP:0012112,Abnormal circulating corticosterone level ,血液皮质酮水平异常,An abnormality of the concentration of corticosterone in the blood. ,校对中... 
HP:0012113,Abnormal circulating creatine concentration ,肌酸代谢异常,"A deviation from the normal concentration of creatine in the blood circulation. Creatine is a derivative of glycine having methyl and amidino groups attached to the nitrogen. Creatine is naturally produced from amino acids, primarily in liver and kidney, and acts as an energy source for cells, primarly for muscle cells. ",校对中... 
HP:0012114,Endometrial carcinoma ,子宫内膜癌,"A carcinoma of the endometrium, the mucous lining of the uterus. ",校对中... 
HP:0012115,Hepatitis ,肝炎,Inflammation of the liver. ,校对中... 
HP:0012118,Laryngeal carcinoma ,喉癌,A carcinoma of the larynx. ,校对中... 
HP:0012119,Methemoglobinemia ,高铁血红蛋白血症,"Abnormally increased levels of methemoglobin in the blood. In this form of hemoglobin, there is an oxidized ferric iron (Fe +3) rather than the reduced ferrous form (Fe 2+) that is normally found in hemoglobin. Methemoglobin has a reduced affinity for oxygen, resulting in a reduced ability to release oxygen to tissues. ",校对中... 
HP:0012120,Methylmalonic aciduria ,甲基丙二酸尿症,Increased concentration of methylmalonic acid in the urine. ,校对中... 
HP:0012122,Anterior uveitis ,前葡萄膜炎,Inflammation of the uveal tract in which the primary site of inflammation is the anterior chamber. ,校对中... 
HP:0012123,Posterior uveitis ,后葡萄膜炎,Inflammation of the uveal tract in which the primary site of inflammation is the retina or choroid. ,校对中... 
HP:0012125,Prostate cancer ,前列腺癌,A cancer of the prostate. ,校对中... 
HP:0012126,Stomach cancer ,胃癌,A cancer arising in any part of the stomach. ,校对中... 
HP:0012127,Uraciluria ,尿嘧啶尿症,Increased concentration of uracil in the urine. ,校对中... 
HP:0012128,Basal ganglia necrosis ,基底节坏死,Death of cells in the basal ganglia. ,校对中... 
HP:0012129,Abnormality of bone marrow stromal cells ,骨髓基质细胞异常, , 
HP:0012132,Erythroid hyperplasia ,红系增生,"Increased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow. ",校对中... 
HP:0012133,Erythroid hypoplasia ,红系发育不良,"Decreased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow. ",校对中... 
HP:0012134,Dysplastic erythropoesis ,红细胞生成异常, , 
HP:0012135,Abnormal granulocytopoietic cell morphology ,粒系细胞形态异常,"An anomaly of cells involved in the formation of a granulocytes, that is, of the granulocytopoietic cell. ",校对中... 
HP:0012136,Dysplastic granulopoesis ,粒细胞生成异常, , 
HP:0012137,Abnormal number of granulocyte precursors ,粒系前体细胞数量异常, , 
HP:0012138,Granulocytic hyperplasia ,粒细胞增生, , 
HP:0012139,Granulocytic hypoplasia ,粒细胞发育不全,Decreased number of granulocyte precursors in the bone marrow. ,校对中... 
HP:0012142,Pancreatic squamous cell carcinoma ,胰腺鳞状细胞癌,A subtype of ductal pancreatic carcinoma that is thought to originate from squamous metaplasia of pancreatic ductal epithelium. ,校对中... 
HP:0012143,Abnormal megakaryocyte morphology ,巨核细胞形态异常,"Any structural anomaly of megakaryocytes. Mature blood platelets are released from the cytoplasm of megakaryocytes, which are bone-marrow resident cells. ",校对中... 
HP:0012145,Abnormality of multiple cell lineages in the bone marrow ,骨髓中多系细胞异常, , 
HP:0012146,Abnormality of von Willebrand factor ,血管性血友病因子异常,Decreased quantity or activity of von Willebrand factor. Von Willebrand factor mediates the adhesion of platelets to the collagen exposed on endothelial cell surfaces. ,校对中... 
HP:0012147,Reduced quantity of Von Willebrand factor ,血管性血友病因子数量减少,Decreased quantity of von Willebrand factor. ,校对中... 
HP:0012148,Multiple lineage myelodysplasia ,多系骨髓增生异常,"Myelodysplasia with dysplastic changes in two or more of the myeloid lineages: erythroid, granulocytic, megakaryocytic. ",校对中... 
HP:0012150,Single lineage myelodysplasia ,单系骨髓增生异常,"Abnormality/dysplasia of a single myeloid cell (erythroid, granulocytic, or megakaryocytic). ",校对中... 
HP:0012151,Hemothorax ,血胸,The presence of blood in the pleural space. ,校对中... 
HP:0012152,Foveoschisis ,黄斑劈裂,Splitting of the retinal layers in the macula. ,校对中... 
HP:0012153,Hypotriglyceridemia ,低甘油三酯血症,An decrease in the level of triglycerides in the blood. ,校对中... 
HP:0012155,Decreased corneal sensation ,角膜感觉减退,Reduced ability of the cornea to respond to stimulation. ,校对中... 
HP:0012156,Hemophagocytosis ,噬血细胞作用,"Phagocytosis by macrophages of erythrocytes, leukocytes, platelets, and their precursors in bone marrow and other tissues. ",校对中... 
HP:0012157,Subcortical cerebral atrophy ,皮层下脑萎缩,"Atrophy of the cerebral subcortical white and gray matter, termed subcortical atrophy, reflects loss of nerve cells in the basal ganglia or fibers in the deep white matter. ",校对中... 
HP:0012158,Carotid artery dissection ,颈动脉夹层,A separation (dissection) of the layers of the carotid artery wall. ,校对中... 
HP:0012159,Internal carotid artery dissection ,颈内动脉夹层,A separation (dissection) of the layers of the internal carotid artery wall. ,校对中... 
HP:0012163,Carotid artery dilatation ,颈动脉扩张,A dilatation (balooning or bulging out of the vessel wall) of a carotid artery. ,校对中... 
HP:0012164,Asterixis ,扑翼样震颤,"A clinical sign indicating a lapse of posture and is usually manifest by a bilateral flapping tremor at the wrist, metacarpophalangeal, and hip joints. ",校对中... 
HP:0012165,Oligodactyly ,少指（趾）畸形,A developmental defect resulting in the presence of fewer than the normal number of digits. ,校对中... 
HP:0012166,Skin-picking ,皮肤剔除,Repetitive and compulsive picking of skin which results in tissue damage. ,校对中... 
HP:0012167,Hair-pulling ,拔毛癖,"A phenomenon in which persons repetitively pull out their own hair, resulting in noticeable hair loss. ",校对中... 
HP:0012168,Head-banging ,撞头,Habitual striking of one's own head against a surface such as a mattress or wall of a crib. ,校对中... 
HP:0012169,Self-biting ,自咬,Habitual biting of one's own body. ,校对中... 
HP:0012170,Nail-biting ,咬指甲,Habitual biting of one's own fingernails. ,校对中... 
HP:0012171,Stereotypical hand wringing ,刻板性手部扭动,Habitual clasping and squeezing of the hands. ,校对中... 
HP:0012172,Stereotypical body rocking ,刻板性身体摇摆,Habitual repetitive movement of the body. ,校对中... 
HP:0012173,Orthostatic tachycardia ,体位性心动过速,An increase in heart rate with standing of 30 beats per minute or more. ,校对中... 
HP:0012174,Glioblastoma multiforme ,多形性胶质母细胞瘤,"A tumor arising from glia in the central nervous system with macroscopic regions of necrosis and hemorrhage. Microscopically, glioblastoma multiforme is characterized by regions of pseudopalisading necrosis, pleomorphic nuclei and cells, and microvascular proliferation. ",校对中... 
HP:0012175,Resistance to activated protein C ,活化蛋白C抵抗,Poor anticoagulant response to activated protein C. A plasma is termed 'APC resistant' when the addition of exogenous APC fails to prolong its clotting time in an activated partial thromboplastin time assay. ,校对中... 
HP:0012176,Abnormal natural killer cell morphology ,自然杀伤细胞形态异常,"An anomaly of the natural killer cell, which is a lymphocyte that can spontaneously kill a variety of target cells without prior antigenic activation via germline encoded activation receptors. It also regulates immune responses via cytokine release and direct contact with other cells. ",校对中... 
HP:0012177,Abnormal natural killer cell physiology ,自然杀伤细胞生理功能异常,A functional anomaly of the natural killer cell. ,校对中... 
